Speaker	Transcript	# Words	# Nodes	# Tokens	# Propositions	Tree depth	S-Expression
CLINTON 	But we do always have to make sure we keep people safe.	12	29	13	8	12	(ROOT (S (CC But) (NP (PRP we)) (VP (VBP do) (ADVP (RB always)) (VP (VB have) (S (VP (TO to) (VP (VB make) (ADJP (JJ sure) (SBAR (S (NP (PRP we)) (VP (VB keep) (S (NP (NNS people)) (ADJP (JJ safe)))))))))))) (. .)))
CLINTON 	"There are the right ways of doing it, and then there are ways that are ineffective."	16	39	18	8	8	"(ROOT (S (S (NP (EX There)) (VP (VBP are) (NP (NP (DT the) (JJ right) (NNS ways)) (PP (IN of) (S (VP (VBG doing) (NP (PRP it)))))))) (, ,) (CC and) (S (ADVP (RB then)) (NP (EX there)) (VP (VBP are) (NP (NP (NNS ways)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (JJ ineffective)))))))) (. .)))"
CLINTON 	"Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective."	13	33	16	8	12	"(ROOT (S (NP (NNP Stop-and-frisk)) (VP (VBD was) (VP (VBN found) (S (VP (TO to) (VP (VP (VB be) (ADJP (JJ unconstitutional))) (CC and) (, ,) (PP (IN in) (NP (NP (NN part)) (, ,) (SBAR (IN because) (S (NP (PRP it)) (VP (VBD was) (ADJP (JJ ineffective)))))))))))) (. .)))"
CLINTON 	It did not do what it needed to do.	9	22	10	6	9	(ROOT (S (NP (PRP It)) (VP (VBD did) (RB not) (VP (VB do) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBD needed) (S (VP (TO to) (VP (VB do))))))))) (. .)))
CLINTON 	"Now, I believe in community policing."	6	14	8	3	4	"(ROOT (S (ADVP (RB Now)) (, ,) (NP (PRP I)) (VP (VBP believe) (PP (IN in) (NP (NN community) (NNS policing)))) (. .)))"
CLINTON 	"And, in fact, violent crime is one-half of what it was in 1991."	13	31	16	6	9	"(ROOT (S (CC And) (, ,) (PP (IN in) (NP (NN fact))) (, ,) (NP (JJ violent) (NN crime)) (VP (VBZ is) (NP (NP (NN one-half)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBD was) (PP (IN in) (NP (CD 1991))))))))) (. .)))"
CLINTON 	Property crime is down 40 percent.	6	12	7	2	4	(ROOT (S (NP (NNP Property) (NN crime)) (VP (VBZ is) (ADVP (RB down) (NP (CD 40) (NN percent)))) (. .)))
CLINTON 	We just don't want to see it creep back up.	10	24	12	9	9	(ROOT (S (NP (PRP We)) (ADVP (RB just)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB see) (S (NP (PRP it)) (VP (VB creep) (ADVP (RB back) (RB up))))))))) (. .)))
CLINTON 	We've had 25 years of very good cooperation.	8	19	10	5	7	(ROOT (S (NP (PRP We)) (VP (VBP 've) (VP (VBN had) (NP (NP (CD 25) (NNS years)) (PP (IN of) (NP (ADJP (RB very) (JJ good)) (NN cooperation)))))) (. .)))
CLINTON 	"But there were some problems, some unintended consequences."	8	16	10	2	4	"(ROOT (S (CC But) (NP (EX there)) (VP (VBD were) (NP (NP (DT some) (NNS problems)) (, ,) (NP (DT some) (JJ unintended) (NNS consequences)))) (. .)))"
CLINTON 	Too many young African-American and Latino men ended up in jail for nonviolent offenses.	14	23	15	7	4	(ROOT (S (NP (RB Too) (JJ many) (JJ young) (NNP African-American) (CC and) (NNP Latino) (NNS men)) (VP (VBD ended) (PRT (RP up)) (PP (IN in) (NP (NN jail))) (PP (IN for) (NP (JJ nonviolent) (NNS offenses)))) (. .)))
CLINTON 	"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated."	34	69	41	19	11	"(ROOT (S (CC And) (NP (PRP it)) (VP (VBZ 's) (ADVP (RB just)) (NP (DT a) (NN fact)) (SBAR (IN that) (S (SBAR (IN if) (S (S (NP (PRP you)) (VP (VBP 're) (NP (DT a) (JJ young) (JJ African-American) (NN man)))) (CC and) (S (NP (PRP you)) (VP (VBP do) (NP (DT the) (JJ same) (NN thing)) (PP (IN as) (NP (DT a) (JJ young) (JJ white) (NN man))))))) (, ,) (NP (PRP you)) (VP (VBP are) (ADJP (ADJP (RBR more) (JJ likely) (S (VP (TO to) (VP (VB be) (VP (VBN arrested) (, ,) (VBN charged) (, ,) (VBN convicted) (, ,)))))) (CC and) (ADJP (JJ incarcerated))))))) (. .)))"
CLINTON 	So we've got to address the systemic racism in our criminal justice system.	13	25	15	7	8	(ROOT (S (IN So) (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB address) (NP (DT the) (JJ systemic) (NN racism)) (PP (IN in) (NP (PRP$ our) (JJ criminal) (NN justice) (NN system)))))))) (. .)))
CLINTON 	We cannot just say law and order.	7	15	9	3	4	(ROOT (S (NP (PRP We)) (VP (MD can) (RB not) (ADVP (RB just)) (VP (VB say) (NP (NN law) (CC and) (NN order)))) (. .)))
CLINTON 	"We have to say — we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little."	43	95	46	29	31	"(ROOT (S (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB say)))))) (: --) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB come) (ADVP (RB forward)) (PP (IN with) (NP (NP (DT a) (NN plan)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB divert) (NP (NNS people)) (PP (IN from) (NP (NP (DT the) (JJ criminal) (NN justice) (NN system)) (, ,) (NP (NP (NN deal)) (PP (IN with) (NP (NP (JJ mandatory) (JJ minimum) (NNS sentences)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBP have) (VP (VBN put) (NP (NP (ADJP (RB too) (JJ many)) (NNS people)) (PP (RB away) (IN for) (ADJP (ADJP (RB too) (JJ long)) (PP (IN for) (S (VP (VBG doing) (ADJP (RB too) (JJ little))))))))))))))))))))))))))))))) (. .)))"
CLINTON 	We need to have more second chance programs.	8	16	9	5	6	(ROOT (S (NP (PRP We)) (VP (VBP need) (S (VP (TO to) (VP (VB have) (NP (JJR more) (JJ second) (NN chance) (NNS programs)))))) (. .)))
CLINTON 	I'm glad that we're ending private prisons in the federal system; I want to see them ended in the state system.	21	49	25	12	10	(ROOT (S (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ glad) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG ending) (NP (JJ private) (NNS prisons)) (PP (IN in) (NP (DT the) (JJ federal) (NN system)))))))))) (: ;) (S (NP (PRP I)) (VP (VBP want) (S (VP (TO to) (VP (VB see) (S (NP (PRP them)) (VP (VBN ended) (PP (IN in) (NP (DT the) (NN state) (NN system)))))))))) (. .)))
CLINTON 	You shouldn't have a profit motivation to fill prison cells with young Americans.	13	26	15	6	8	(ROOT (S (NP (PRP You)) (VP (MD should) (RB n't) (VP (VB have) (S (NP (DT a) (NN profit) (NN motivation)) (VP (TO to) (VP (VB fill) (NP (NN prison) (NNS cells)) (PP (IN with) (NP (JJ young) (NNS Americans)))))))) (. .)))
CLINTON 	So there are some positive ways we can work on this.	11	24	12	4	9	(ROOT (S (IN So) (NP (EX there)) (VP (VBP are) (NP (NP (DT some) (JJ positive) (NNS ways)) (SBAR (S (NP (PRP we)) (VP (MD can) (VP (VB work) (PP (IN on) (NP (DT this))))))))) (. .)))
CLINTON 	And I believe strongly that commonsense gun safety measures would assist us.	12	23	13	4	7	(ROOT (S (CC And) (NP (PRP I)) (VP (VBP believe) (ADVP (RB strongly)) (SBAR (IN that) (S (NP (JJ commonsense) (NN gun) (NN safety) (NNS measures)) (VP (MD would) (VP (VB assist) (NP (PRP us))))))) (. .)))
CLINTON 	"Right now — and this is something Donald has supported, along with the gun lobby — right now, we've got too many military- style weapons on the streets."	28	61	33	14	12	"(ROOT (S (ADVP (RB Right) (RB now)) (PRN (: --) (CC and) (S (NP (DT this)) (VP (VBZ is) (NP (NP (NN something)) (SBAR (S (NP (NNP Donald)) (VP (VBZ has) (VP (VBN supported) (, ,) (ADVP (IN along) (PP (IN with) (NP (DT the) (NN gun) (NN lobby))))))))))) (: --)) (S (ADVP (RB right) (RB now)) (, ,) (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (NP (ADJP (RB too) (JJ many)) (NN military))))) (: -) (S (NP (NN style)) (VP (VBZ weapons) (PP (IN on) (NP (DT the) (NNS streets))))) (. .)))"
CLINTON 	"In a lot of places, our police are outgunned."	9	20	11	4	5	"(ROOT (S (PP (IN In) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS places))))) (, ,) (NP (PRP$ our) (NN police)) (VP (VBP are) (VP (VBN outgunned))) (. .)))"
CLINTON 	"We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm."	21	48	23	8	15	"(ROOT (S (S (NP (PRP We)) (VP (VBP need) (NP (JJ comprehensive) (NN background) (NNS checks)))) (, ,) (CC and) (S (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB keep) (NP (NNS guns)) (PRT (RP out)) (PP (IN of) (NP (NP (DT the) (NNS hands)) (PP (IN of) (NP (NP (DT those)) (SBAR (WHNP (WP who)) (S (VP (MD will) (VP (VB do) (NP (NN harm))))))))))))))) (. .)))"
CLINTON 	And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country.	26	56	28	14	20	(ROOT (S (CC And) (NP (PRP we)) (ADVP (RB finally)) (VP (VBP need) (S (VP (TO to) (VP (VB pass) (NP (DT a) (NN prohibition)) (PP (IN on) (NP (NP (NN anyone)) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (PP (IN on) (NP (DT the) (JJ terrorist) (NN watch) (NN list))) (PP (IN from) (S (VP (VBG being) (ADJP (JJ able) (S (VP (TO to) (VP (VB buy) (NP (NP (DT a) (NN gun)) (PP (IN in) (NP (PRP$ our) (NN country)))))))))))))))))))) (. .)))
CLINTON 	"If you're too dangerous to fly, you are too dangerous to buy a gun."	14	33	17	10	8	"(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (VBP 're) (ADJP (RB too) (JJ dangerous) (S (VP (TO to) (VP (VB fly)))))))) (, ,) (NP (PRP you)) (VP (VBP are) (ADJP (RB too) (JJ dangerous) (S (VP (TO to) (VP (VB buy) (NP (DT a) (NN gun))))))) (. .)))"
CLINTON 	"So there are things we can do, and we ought to do it in a bipartisan way."	17	39	19	6	12	"(ROOT (S (IN So) (NP (EX there)) (VP (VBP are) (NP (NP (NNS things)) (SBAR (S (S (NP (PRP we)) (VP (MD can) (VP (VB do)))) (, ,) (CC and) (S (NP (PRP we)) (VP (MD ought) (S (VP (TO to) (VP (VB do) (NP (PRP it)) (PP (IN in) (NP (DT a) (JJ bipartisan) (NN way)))))))))))) (. .)))"
HOLT 	"Secretary Clinton, last week, you said we've got to do everything possible to improve policing, to go right at implicit bias."	21	54	26	15	17	"(ROOT (NP (NP (NNP Secretary) (NNP Clinton)) (, ,) (S (NP (JJ last) (NN week)) (, ,) (NP (PRP you)) (VP (VBD said) (SBAR (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB do) (S (NP (NN everything)) (ADJP (JJ possible) (S (VP (TO to) (VP (VB improve) (S (VP (VBG policing))))))))))) (, ,) (S (VP (TO to) (VP (VB go) (ADVP (RB right)) (PP (IN at) (NP (JJ implicit) (NN bias)))))))))))) (. .)))"
HOLT 	Do you believe that police are implicitly biased against black people?	11	25	11	7	11	(ROOT (S (VP (VB Do) (SBAR (S (NP (PRP you)) (VP (VBP believe) (SBAR (IN that) (S (NP (NNS police)) (VP (VBP are) (ADVP (RB implicitly)) (VP (VBN biased) (PP (IN against) (NP (JJ black) (NNS people)))))))))))))
CLINTON 	"Lester, I think implicit bias is a problem for everyone, not just police."	13	30	16	7	9	"(ROOT (S (ADVP (RB Lester)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (JJ implicit) (NN bias)) (VP (VBZ is) (NP (NP (DT a) (NN problem)) (PP (IN for) (NP (NP (NN everyone)) (, ,) (RB not) (RB just) (NP (NNS police))))))))) (. .)))"
CLINTON 	"I think, unfortunately, too many of us in our great country jump to conclusions about each other."	17	36	20	11	6	"(ROOT (S (NP (PRP I)) (VP (VP (VBP think)) (, ,) (ADVP (RB unfortunately)) (, ,) (VP (ADJP (RB too) (JJ many) (PP (IN of) (NP (PRP us)))) (PP (IN in) (NP (PRP$ our) (JJ great) (NN country) (NN jump)))) (PP (TO to) (NP (NP (NNS conclusions)) (PP (IN about) (NP (DT each) (JJ other)))))) (. .)))"
CLINTON 	"And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way?"	23	53	26	11	16	"(ROOT (S (CC And) (ADVP (RB therefore)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP need) (S (NP (NP (DT all)) (PP (IN of) (NP (PRP us)))) (VP (TO to) (VP (VB be) (VP (VBG asking) (NP (JJ hard) (NNS questions)) (SBAR (IN about) (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (SBARQ (WHADVP (WRB why)) (SQ (VBP am) (NP (PRP I)) (VP (VBG feeling) (NP (DT this) (NN way))))))))))))))))))"
CLINTON 	"But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers."	42	89	47	20	11	"(ROOT (SINV (S (CC But) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBZ comes) (S (VP (TO to) (VP (VB policing))))))) (, ,) (S (SBAR (IN since) (S (NP (PRP it)) (VP (MD can) (VP (VB have) (NP (RB literally) (JJ fatal) (NNS consequences)))))) (, ,) (NP (PRP I)) (VP (VBP have) (VP (VBD said)))) (, ,) (S (PP (IN in) (NP (PRP$ my) (JJ first) (NN budget))) (, ,) (NP (PRP we)) (VP (MD would) (VP (VB put) (NP (NN money)) (PP (IN into) (NP (DT that) (NN budget) (S (VP (TO to) (VP (VB help) (NP (PRP us))))))))))) (VP (VBP deal) (PP (IN with) (NP (JJ implicit) (NN bias))) (PP (IN by) (NP (VBG retraining)))) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP$ our) (NN police) (NNS officers)))) (. .)))"
CLINTON 	"I've met with a group of very distinguished, experienced police chiefs a few weeks ago."	15	31	18	9	9	"(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN met) (PP (IN with) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (ADJP (RB very) (JJ distinguished) (, ,) (JJ experienced)) (NN police) (NNS chiefs)) (ADVP (NP (DT a) (JJ few) (NNS weeks)) (RB ago)))))))) (. .)))"
CLINTON 	They admit it's an issue.	5	15	7	2	6	(ROOT (S (NP (PRP They)) (VP (VBP admit) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (NP (DT an) (NN issue)))))) (. .)))
CLINTON 	They've got a lot of concerns.	6	16	8	3	6	(ROOT (S (NP (PRP They)) (VP (VBP 've) (VP (VBN got) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS concerns)))))) (. .)))
CLINTON 	"Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street."	26	52	28	13	16	"(ROOT (S (NP (NNP Mental) (NN health)) (VP (VBZ is) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (JJS biggest) (NNS concerns)) (, ,) (SBAR (IN because) (S (ADVP (RB now)) (NP (NNS police)) (VP (VBP are) (VP (VBG having) (S (VP (TO to) (VP (VB handle) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (ADJP (RB really) (JJ difficult)) (JJ mental) (NN health) (NNS problems)))) (PP (IN on) (NP (DT the) (NN street)))))))))))))) (. .)))"
CLINTON 	"They want support, they want more training, they want more assistance."	11	27	14	5	4	"(ROOT (S (S (NP (PRP They)) (VP (VBP want) (NP (NN support)))) (, ,) (S (NP (PRP they)) (VP (VBP want) (NP (JJR more) (NN training)))) (, ,) (S (NP (PRP they)) (VP (VBP want) (NP (JJR more) (NN assistance)))) (. .)))"
CLINTON 	And I think the federal government could be in a position where we would offer and provide that.	18	36	19	6	11	(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT the) (JJ federal) (NN government)) (VP (MD could) (VP (VB be) (PP (IN in) (NP (DT a) (NN position))) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (MD would) (VP (VB offer) (CC and) (VB provide) (NP (DT that))))))))))) (. .)))
HOLT 	Mr. Trump.	2	4	3	0	1	(ROOT (NP (NNP Mr.) (NNP Trump) (. .)))
TRUMP 	I'd like to respond to that.	6	17	8	5	8	(ROOT (S (NP (PRP I)) (VP (MD 'd) (VP (VB like) (S (VP (TO to) (VP (VB respond) (PP (TO to) (NP (DT that)))))))) (. .)))
HOLT 	Please.	1	3	2	0	1	(ROOT (INTJ (UH Please) (. .)))
TRUMP 	"First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists."	29	61	33	15	12	"(ROOT (S (ADVP (JJ First) (PP (IN of) (NP (DT all)))) (, ,) (S (NP (PRP I)) (VP (VBP agree))) (, ,) (CC and) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS people)) (PP (RB even) (IN within) (NP (PRP$ my) (JJ own) (NN party)))))) (VP (VBP want) (S (VP (TO to) (VP (VB give) (NP (JJ certain) (NNS rights)) (PP (TO to) (NP (UCP (NP (NP (NNS people)) (PP (IN on) (NP (NN watch) (NNS lists)))) (CC and) (ADVP (RB no) (: -))) (NN fly) (NNS lists)))))))) (. .)))"
TRUMP 	I agree with you.	4	10	5	2	4	(ROOT (S (NP (PRP I)) (VP (VBP agree) (PP (IN with) (NP (PRP you)))) (. .)))
TRUMP 	"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of."	25	55	29	9	13	"(ROOT (FRAG (SBAR (WHADVP (WRB When)) (S (S (NP (DT a) (NN person)) (VP (VBZ is) (PP (IN on) (NP (NP (DT a) (NN watch) (NN list)) (CC or) (NP (DT a) (JJ no-fly) (NN list)))))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBP have) (NP (NP (DT the) (NN endorsement)) (PP (IN of) (NP (NP (DT the) (NNP NRA)) (, ,) (SBAR (WHNP (WDT which)) (S (NP (PRP I)) (VP (VBP 'm) (ADJP (RB very) (JJ proud) (PP (IN of))))))))))))) (. .)))"
TRUMP 	"These are very, very good people, and they're protecting the Second Amendment."	12	27	16	6	5	"(ROOT (S (S (NP (DT These)) (VP (VBP are) (NP (ADJP (RB very) (, ,) (RB very) (JJ good)) (NNS people)))) (, ,) (CC and) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG protecting) (NP (DT the) (NNP Second) (NNP Amendment))))) (. .)))"
TRUMP 	But I think we have to look very strongly at no-fly lists and watch lists.	15	32	16	9	11	(ROOT (S (CC But) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VP (VB look) (ADVP (RB very) (RB strongly)) (PP (IN at) (NP (JJ no-fly) (NNS lists)))) (CC and) (VP (VB watch) (NP (NNS lists)))))))))) (. .)))
TRUMP 	"And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off."	25	68	34	13	10	"(ROOT (S (CC And) (SBAR (WHADVP (WRB when)) (S (S (NP (NNS people)) (VP (VBP are) (PP (IN on) (NP (RB there))))) (, ,) (S (SBAR (RB even) (IN if) (S (NP (PRP they)) (VP (MD should) (RB n't) (VP (VB be) (PP (IN on) (NP (RB there))))))) (, ,) (NP (PRP we)) (VP (MD 'll) (VP (VB help) (NP (PRP them))))) (, ,) (S (NP (PRP we)) (VP (MD 'll) (VP (VB help) (NP (PRP them)) (ADVP (RB legally))))))) (, ,) (NP (PRP we)) (VP (MD 'll) (VP (VB help) (S (NP (PRP them)) (VP (VB get) (PRT (RP off)))))) (. .)))"
TRUMP 	But I tend to agree with that quite strongly.	9	19	10	6	7	(ROOT (S (CC But) (NP (PRP I)) (VP (VBP tend) (S (VP (TO to) (VP (VB agree) (PP (IN with) (NP (DT that))) (ADVP (RB quite) (RB strongly)))))) (. .)))
TRUMP 	I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth.	23	48	24	9	13	(ROOT (S (NP (PRP I)) (VP (VBP do) (VP (VB want) (S (VP (TO to) (VP (VB bring) (PRT (RP up)) (NP (DT the) (NN fact))))) (SBAR (IN that) (S (NP (PRP you)) (VP (VBD were) (NP (NP (DT the) (NN one)) (SBAR (WHNP (WDT that)) (S (VP (VBD brought) (PRT (RP up)) (NP (NP (DT the) (NNS words) (NN super-predator)) (PP (IN about) (NP (JJ young) (JJ black) (NN youth))))))))))))) (. .)))
TRUMP 	"And that's a term that I think was a — it's — it's been horribly met, as you know."	19	52	24	9	17	"(ROOT (S (CC And) (NP (DT that)) (VP (VBZ 's) (NP (DT a) (NN term)) (SBAR (IN that) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (VP (VBD was) (NP (NP (SYM a)) (PRN (: --) (S (NP (PRP it)) (VP (VBZ 's))) (: --)) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN been) (VP (ADVP (RB horribly)) (VBN met) (, ,) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP know))))))))))))))))) (. .)))"
TRUMP 	I think you've apologized for it.	6	18	8	4	8	(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBN apologized) (PP (IN for) (NP (PRP it)))))))) (. .)))
TRUMP 	But I think it was a terrible thing to say.	10	22	11	5	9	(ROOT (S (CC But) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBD was) (NP (DT a) (JJ terrible) (NN thing) (S (VP (TO to) (VP (VB say))))))))) (. .)))
TRUMP 	"And when it comes to stop-and-frisk, you know, you're talking about takes guns away."	14	37	18	8	7	"(ROOT (S (CC And) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBZ comes) (S (VP (TO to) (VP (VB stop-and-frisk))))))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP you)) (VP (VBP 're) (VP (VBG talking) (ADVP (NP (QP (RB about) (CD takes)) (NNS guns)) (RB away)))) (. .)))"
TRUMP 	"Well, I'm talking about taking guns away from gangs and people that use them."	14	35	17	6	12	"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP 'm) (VP (VBG talking) (PP (IN about) (S (VP (VBG taking) (NP (NNS guns)) (PRT (RP away)) (PP (IN from) (NP (NP (NNS gangs) (CC and) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP use) (NP (PRP them)))))))))))) (. .)))"
TRUMP 	"And I don't think — I really don't think you disagree with me on this, if you want to know the truth."	22	51	26	13	13	"(ROOT (S (S (CC And) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think)))) (: --) (S (NP (PRP I)) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB think) (S (NP (PRP you)) (VP (VB disagree) (PP (IN with) (NP (PRP me))) (PP (IN on) (NP (DT this))) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB know) (NP (DT the) (NN truth))))))))))))) (. .)))"
TRUMP 	"I think maybe there's a political reason why you can't say it, but I really don't believe — in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders."	35	83	43	16	13	"(ROOT (S (S (NP (PRP I)) (VP (VBP think) (SBAR (S (S (ADVP (RB maybe)) (NP (EX there)) (VP (VBZ 's) (NP (NP (DT a) (JJ political) (NN reason)) (SBAR (WHADVP (WRB why)) (S (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB say) (NP (PRP it))))))))) (, ,) (CC but) (S (NP (PRP I)) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB believe)))))))) (: --) (S (S (PP (IN in) (NP (NP (NNP New) (NNP York)) (ADJP (NNP City) (, ,) (JJ stop-and-frisk)))) (, ,) (NP (PRP we)) (VP (VBD had) (NP (CD 2,200) (NNS murders)))) (, ,) (CC and) (S (NP (NN stop-and-frisk)) (VP (VBD brought) (NP (PRP it)) (PRT (RP down)) (PP (TO to) (NP (CD 500) (NNS murders)))))) (. .)))"
